Dimen	Up_Idx_1	Up_Idx_2	SC2_calls	Seed1	Seed2	"[lb,ub]"	REF-LU(A)_s	ROU_s	REF-LU(Ah)	Speedup(A)	Speedup(Ah)	Check
64	-1	-1	0	-5752	-5717	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-5776	-5736	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-5803	-5758	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-5833	-5783	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-5866	-5811	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	-1	-1	0	-5902	-5842	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-5941	-5876	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	-1	-1	0	-5983	-5913	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	-1	-1	0	-6028	-5953	"[-100,100]"	0.015	0.003	0.015	5	5	1
64	-1	-1	0	-6076	-5996	"[-100,100]"	0.014	0.003	0.013	4.66667	4.33333	1
64	-1	-1	0	-6127	-6042	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6181	-6091	"[-100,100]"	0.012	0.003	0.013	4	4.33333	1
64	-1	-1	0	-6238	-6143	"[-100,100]"	0.012	0.003	0.013	4	4.33333	1
64	-1	-1	0	-6298	-6198	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6361	-6256	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6427	-6317	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6496	-6381	"[-100,100]"	0.013	0.003	0.012	4.33333	4	1
64	-1	-1	0	-6568	-6448	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6643	-6518	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6721	-6591	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6802	-6667	"[-100,100]"	0.012	0.003	0.013	4	4.33333	1
64	-1	-1	0	-6886	-6746	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	-1	-1	0	-6973	-6828	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
128	-1	-1	0	-7063	-6913	"[-100,100]"	0.156	0.019	0.157	8.21053	8.26316	1
128	-1	-1	0	-7066	-7061	"[-100,100]"	0.154	0.018	0.158	8.55556	8.77778	1
128	-1	-1	0	-7072	-7062	"[-100,100]"	0.154	0.018	0.158	8.55556	8.77778	1
128	-1	-1	0	-7081	-7066	"[-100,100]"	0.155	0.018	0.156	8.61111	8.66667	1
128	-1	-1	0	-7093	-7073	"[-100,100]"	0.158	0.02	0.16	7.9	8	1
128	-1	-1	0	-7108	-7083	"[-100,100]"	0.154	0.018	0.158	8.55556	8.77778	1
128	-1	-1	0	-7126	-7096	"[-100,100]"	0.154	0.018	0.156	8.55556	8.66667	1
128	-1	-1	0	-7147	-7112	"[-100,100]"	0.154	0.018	0.158	8.55556	8.77778	1
128	-1	-1	0	-7171	-7131	"[-100,100]"	0.155	0.018	0.158	8.61111	8.77778	1
128	-1	-1	0	-7198	-7153	"[-100,100]"	0.154	0.018	0.158	8.55556	8.77778	1
128	-1	-1	0	-7228	-7178	"[-100,100]"	0.155	0.018	0.154	8.61111	8.55556	1
128	-1	-1	0	-7261	-7206	"[-100,100]"	0.158	0.018	0.157	8.77778	8.72222	1
128	-1	-1	0	-7297	-7237	"[-100,100]"	0.156	0.018	0.158	8.66667	8.77778	1
128	-1	-1	0	-7336	-7271	"[-100,100]"	0.155	0.018	0.156	8.61111	8.66667	1
128	-1	-1	0	-7378	-7308	"[-100,100]"	0.152	0.018	0.156	8.44444	8.66667	1
128	-1	-1	0	-7423	-7348	"[-100,100]"	0.155	0.018	0.158	8.61111	8.77778	1
128	-1	-1	0	-7471	-7391	"[-100,100]"	0.155	0.018	0.157	8.61111	8.72222	1
128	-1	-1	0	-7522	-7437	"[-100,100]"	0.157	0.018	0.158	8.72222	8.77778	1
128	-1	-1	0	-7576	-7486	"[-100,100]"	0.232	0.025	0.217	9.28	8.68	1
128	-1	-1	0	-7633	-7538	"[-100,100]"	0.227	0.024	0.215	9.45833	8.95833	1
128	-1	-1	0	-7693	-7593	"[-100,100]"	0.176	0.018	0.158	9.77778	8.77778	1
128	-1	-1	0	-7756	-7651	"[-100,100]"	0.157	0.018	0.157	8.72222	8.72222	1
128	-1	-1	0	-7822	-7712	"[-100,100]"	0.154	0.018	0.154	8.55556	8.55556	1
128	-1	-1	0	-7891	-7776	"[-100,100]"	0.157	0.018	0.158	8.72222	8.77778	1
128	-1	-1	0	-7963	-7843	"[-100,100]"	0.151	0.018	0.155	8.38889	8.61111	1
128	-1	-1	0	-8038	-7913	"[-100,100]"	0.155	0.018	0.158	8.61111	8.77778	1
128	-1	-1	0	-8116	-7986	"[-100,100]"	0.154	0.018	0.156	8.55556	8.66667	1
128	-1	-1	0	-8197	-8062	"[-100,100]"	0.175	0.018	0.157	9.72222	8.72222	1
128	-1	-1	0	-8281	-8141	"[-100,100]"	0.154	0.018	0.156	8.55556	8.66667	1
128	-1	-1	0	-8368	-8223	"[-100,100]"	0.155	0.018	0.158	8.61111	8.77778	1
256	-1	-1	0	-8458	-8308	"[-100,100]"	2.441	0.149	2.455	16.3826	16.4765	1
256	-1	-1	0	-8461	-8456	"[-100,100]"	2.434	0.15	2.504	16.2267	16.6933	1
256	-1	-1	0	-8467	-8457	"[-100,100]"	2.463	0.151	2.479	16.3113	16.4172	1
256	-1	-1	0	-8476	-8461	"[-100,100]"	2.434	0.15	2.463	16.2267	16.42	1
256	-1	-1	0	-8488	-8468	"[-100,100]"	2.47	0.151	2.498	16.3576	16.543	1
256	-1	-1	0	-8503	-8478	"[-100,100]"	2.471	0.153	2.487	16.1503	16.2549	1
256	-1	-1	0	-8521	-8491	"[-100,100]"	2.407	0.149	2.506	16.1544	16.8188	1
256	-1	-1	0	-8542	-8507	"[-100,100]"	2.495	0.15	2.485	16.6333	16.5667	1
256	-1	-1	0	-8566	-8526	"[-100,100]"	2.443	0.148	2.467	16.5068	16.6689	1
256	-1	-1	0	-8593	-8548	"[-100,100]"	2.449	0.149	2.508	16.4362	16.8322	1
256	-1	-1	0	-8623	-8573	"[-100,100]"	2.442	0.148	2.473	16.5	16.7095	1
256	-1	-1	0	-8656	-8601	"[-100,100]"	2.454	0.15	2.481	16.36	16.54	1
256	-1	-1	0	-8692	-8632	"[-100,100]"	2.442	0.149	2.531	16.3893	16.9866	1
256	-1	-1	0	-8731	-8666	"[-100,100]"	2.498	0.152	2.475	16.4342	16.2829	1
256	-1	-1	0	-8773	-8703	"[-100,100]"	2.455	0.149	2.481	16.4765	16.651	1
256	-1	-1	0	-8818	-8743	"[-100,100]"	2.452	0.149	2.49	16.4564	16.7114	1
256	-1	-1	0	-8866	-8786	"[-100,100]"	2.449	0.15	2.488	16.3267	16.5867	1
256	-1	-1	0	-8917	-8832	"[-100,100]"	2.459	0.15	2.504	16.3933	16.6933	1
256	-1	-1	0	-8971	-8881	"[-100,100]"	2.448	0.149	2.484	16.4295	16.6711	1
256	-1	-1	0	-9028	-8933	"[-100,100]"	2.494	0.152	2.465	16.4079	16.2171	1
256	-1	-1	0	-9088	-8988	"[-100,100]"	2.453	0.149	2.475	16.4631	16.6107	1
256	-1	-1	0	-9151	-9046	"[-100,100]"	2.463	0.151	2.478	16.3113	16.4106	1
256	-1	-1	0	-9217	-9107	"[-100,100]"	2.458	0.15	2.472	16.3867	16.48	1
256	-1	-1	0	-9286	-9171	"[-100,100]"	2.467	0.15	2.486	16.4467	16.5733	1
256	-1	-1	0	-9358	-9238	"[-100,100]"	2.447	0.148	2.483	16.5338	16.777	1
256	-1	-1	0	-9433	-9308	"[-100,100]"	2.44	0.15	2.487	16.2667	16.58	1
256	-1	-1	0	-9511	-9381	"[-100,100]"	2.448	0.149	2.48	16.4295	16.6443	1
256	-1	-1	0	-9592	-9457	"[-100,100]"	2.442	0.149	2.485	16.3893	16.6779	1
256	-1	-1	0	-9676	-9536	"[-100,100]"	2.422	0.148	2.471	16.3649	16.6959	1
256	-1	-1	0	-9763	-9618	"[-100,100]"	2.456	0.152	2.488	16.1579	16.3684	1
512	-1	-1	0	-9853	-9703	"[-100,100]"	55.575	1.516	55.455	36.659	36.5798	1
512	-1	-1	0	-9856	-9851	"[-100,100]"	54.684	1.515	55.429	36.095	36.5868	1
512	-1	-1	0	-9862	-9852	"[-100,100]"	55.47	1.519	56.029	36.5174	36.8855	1
512	-1	-1	0	-9871	-9856	"[-100,100]"	54.802	1.514	55.271	36.1968	36.5066	1
512	-1	-1	0	-9883	-9863	"[-100,100]"	54.725	1.513	55.912	36.1699	36.9544	1
512	-1	-1	0	-9898	-9873	"[-100,100]"	54.506	1.515	55.628	35.9776	36.7182	1
512	-1	-1	0	-9916	-9886	"[-100,100]"	56.924	1.528	56.182	37.2539	36.7683	1
512	-1	-1	0	-9937	-9902	"[-100,100]"	55.305	1.521	56.077	36.3609	36.8685	1
512	-1	-1	0	-9961	-9921	"[-100,100]"	55.503	1.514	55.245	36.6598	36.4894	1
512	-1	-1	0	-9988	-9943	"[-100,100]"	59.664	1.618	59.029	36.8752	36.4827	1
512	-1	-1	0	-10018	-9968	"[-100,100]"	58.986	1.686	58.109	34.9858	34.4656	1
512	-1	-1	0	-10051	-9996	"[-100,100]"	58.102	1.56	57.973	37.2449	37.1622	1
512	-1	-1	0	-10087	-10027	"[-100,100]"	57.199	1.53	56.485	37.385	36.9183	1
512	-1	-1	0	-10126	-10061	"[-100,100]"	58.645	1.562	58.35	37.5448	37.356	1
512	-1	-1	0	-10168	-10098	"[-100,100]"	58.795	1.542	60.297	38.1291	39.1031	1
512	-1	-1	0	-10213	-10138	"[-100,100]"	59.004	1.683	60.029	35.0588	35.6679	1
512	-1	-1	0	-10261	-10181	"[-100,100]"	60.1	1.59	60.024	37.7987	37.7509	1
512	-1	-1	0	-10312	-10227	"[-100,100]"	59.088	1.616	61.031	36.5644	37.7667	1
512	-1	-1	0	-10366	-10276	"[-100,100]"	58.553	1.581	58.507	37.0354	37.0063	1
512	-1	-1	0	-10423	-10328	"[-100,100]"	55.95	1.516	55.718	36.9063	36.7533	1
512	-1	-1	0	-10483	-10383	"[-100,100]"	57.285	1.56	57.259	36.7212	36.7045	1
512	-1	-1	0	-10546	-10441	"[-100,100]"	56.282	1.603	57.246	35.1104	35.7118	1
512	-1	-1	0	-10612	-10502	"[-100,100]"	55.568	1.531	56.499	36.2952	36.9033	1
512	-1	-1	0	-10681	-10566	"[-100,100]"	57.112	1.528	56.911	37.377	37.2454	1
512	-1	-1	0	-10753	-10633	"[-100,100]"	55.739	1.599	56.817	34.8587	35.5328	1
512	-1	-1	0	-10828	-10703	"[-100,100]"	56.44	1.552	56.486	36.366	36.3956	1
512	-1	-1	0	-10906	-10776	"[-100,100]"	56.236	1.532	56.116	36.7076	36.6292	1
512	-1	-1	0	-10987	-10852	"[-100,100]"	55.492	1.536	55.884	36.1276	36.3828	1
512	-1	-1	0	-11071	-10931	"[-100,100]"	55.198	1.516	56.01	36.4103	36.9459	1
512	-1	-1	0	-11158	-11013	"[-100,100]"	55.6	1.527	55.814	36.4113	36.5514	1
1024	-1	-1	0	-11248	-11098	"[-100,100]"	1344.93	17.902	1351.16	75.1276	75.4752	1
1024	-1	-1	0	-11251	-11246	"[-100,100]"	1344.86	17.819	1353.46	75.4734	75.9559	1
1024	-1	-1	0	-11257	-11247	"[-100,100]"	1340.22	17.747	1350.53	75.5181	76.0989	1
1024	-1	-1	0	-11266	-11251	"[-100,100]"	1362.31	17.812	1410.35	76.4829	79.1798	1
1024	-1	-1	0	-11278	-11258	"[-100,100]"	1351.14	18.256	1412.53	74.0108	77.3736	1
1024	-1	-1	0	-11293	-11268	"[-100,100]"	1348.01	17.718	1363.52	76.0811	76.9566	1
1024	-1	-1	0	-11311	-11281	"[-100,100]"	1346.74	17.674	1354.86	76.1988	76.6584	1
1024	-1	-1	0	-11332	-11297	"[-100,100]"	1344.96	17.771	1354.92	75.6827	76.2434	1
1024	-1	-1	0	-11356	-11316	"[-100,100]"	1348.17	17.762	1352.13	75.9018	76.1249	1
1024	-1	-1	0	-11383	-11338	"[-100,100]"	1345.67	17.741	1353.06	75.8511	76.2675	1
1024	-1	-1	0	-11413	-11363	"[-100,100]"	1337.73	17.712	1349.27	75.527	76.1782	1
1024	-1	-1	0	-11446	-11391	"[-100,100]"	1338.92	17.699	1352.62	75.6492	76.4236	1
1024	-1	-1	0	-11482	-11422	"[-100,100]"	1342.46	17.69	1351.08	75.8882	76.3754	1
1024	-1	-1	0	-11521	-11456	"[-100,100]"	1339.05	17.698	1351.04	75.6611	76.3386	1
1024	-1	-1	0	-11563	-11493	"[-100,100]"	1342.71	17.689	1354.71	75.9064	76.5852	1
1024	-1	-1	0	-11608	-11533	"[-100,100]"	1340.59	17.685	1350.64	75.804	76.372	1
1024	-1	-1	0	-11656	-11576	"[-100,100]"	1336.83	17.678	1344.87	75.6212	76.0756	1
1024	-1	-1	0	-11707	-11622	"[-100,100]"	1341.13	17.775	1350.03	75.4502	75.9511	1
1024	-1	-1	0	-11761	-11671	"[-100,100]"	1342.32	17.742	1348.09	75.6577	75.9829	1
1024	-1	-1	0	-11818	-11723	"[-100,100]"	1342.12	17.658	1351.85	76.0062	76.5573	1
1024	-1	-1	0	-11878	-11778	"[-100,100]"	1343	17.855	1359.56	75.2171	76.1445	1
1024	-1	-1	0	-11941	-11836	"[-100,100]"	1343.11	17.742	1351.31	75.7021	76.1643	1
1024	-1	-1	0	-12007	-11897	"[-100,100]"	1340.04	17.757	1345.25	75.4652	75.7589	1
1024	-1	-1	0	-12076	-11961	"[-100,100]"	1334.89	17.762	1349.71	75.1542	75.9886	1
1024	-1	-1	0	-12148	-12028	"[-100,100]"	1349.69	17.936	1351.6	75.2501	75.3568	1
1024	-1	-1	0	-12223	-12098	"[-100,100]"	1341.74	17.705	1400.79	75.7829	79.1186	1
1024	-1	-1	0	-12301	-12171	"[-100,100]"	1406.41	17.723	1353.36	79.3554	76.3615	1
1024	-1	-1	0	-12382	-12247	"[-100,100]"	1342.37	17.703	1350.82	75.8275	76.3045	1
1024	-1	-1	0	-12466	-12326	"[-100,100]"	1340.97	17.689	1345.12	75.8081	76.0427	1
1024	-1	-1	0	-12553	-12408	"[-100,100]"	1336.98	17.8	1348.34	75.111	75.7493	1
