Dimen	Up_Idx_1	Up_Idx_2	SC2_calls	Seed1	Seed2	"[lb,ub]"	REF-LU(A)_s	ROU_s	REF-LU(Ah)	Speedup(A)	Speedup(Ah)	Check
32	9	29	20	-15589	-15553	"[-100,100]"	0.001	0.001	0.001	1	1	1
32	11	17	6	-15615	-15576	"[-100,100]"	0.003	0.001	0.003	3	3	1
32	24	27	3	-15643	-15601	"[-100,100]"	0.003	0.001	0.003	3	3	1
32	3	5	2	-15673	-15628	"[-100,100]"	0.003	0.001	0.003	3	3	1
32	13	17	4	-15705	-15657	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	2	7	5	-15739	-15688	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	9	23	14	-15775	-15721	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	8	27	19	-15813	-15756	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	22	29	7	-15853	-15793	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	24	29	5	-15895	-15832	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	19	19	0	-15939	-15873	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	25	28	3	-15985	-15916	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	31	32	1	-16033	-15961	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	15	18	3	-16083	-16008	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	16	21	5	-16135	-16057	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	14	27	13	-16189	-16108	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	18	28	10	-16245	-16161	"[-100,100]"	0.002	0.001	0.002	2	2	1
32	19	26	7	-16303	-16216	"[-100,100]"	0.002	0.001	0.002	2	2	1
64	56	59	3	-16363	-16273	"[-100,100]"	0.022	0.005	0.019	4.4	3.8	1
64	59	60	1	-16365	-16362	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	14	37	23	-16369	-16363	"[-100,100]"	0.017	0.005	0.017	3.4	3.4	1
64	57	57	0	-16375	-16366	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	15	38	23	-16383	-16371	"[-100,100]"	0.017	0.005	0.018	3.4	3.6	1
64	54	59	5	-16393	-16378	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	39	62	23	-16405	-16387	"[-100,100]"	0.017	0.005	0.018	3.4	3.6	1
64	59	60	1	-16419	-16398	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	38	64	26	-16435	-16411	"[-100,100]"	0.017	0.005	0.017	3.4	3.4	1
64	5	26	21	-16453	-16426	"[-100,100]"	0.017	0.005	0.017	3.4	3.4	1
64	4	13	9	-16473	-16443	"[-100,100]"	0.017	0.005	0.018	3.4	3.6	1
64	11	28	17	-16495	-16462	"[-100,100]"	0.017	0.005	0.018	3.4	3.6	1
64	5	26	21	-16519	-16483	"[-100,100]"	0.017	0.005	0.018	3.4	3.6	1
64	38	47	9	-16545	-16506	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	48	58	10	-16573	-16531	"[-100,100]"	0.017	0.004	0.018	4.25	4.5	1
64	64	64	0	-16603	-16558	"[-100,100]"	0.017	0.004	0.017	4.25	4.25	1
64	32	36	4	-16635	-16587	"[-100,100]"	0.016	0.004	0.015	4	3.75	1
64	17	22	5	-16669	-16618	"[-100,100]"	0.014	0.003	0.014	4.66667	4.66667	1
64	57	63	6	-16705	-16651	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	19	55	36	-16743	-16686	"[-100,100]"	0.013	0.004	0.012	3.25	3	1
64	37	37	0	-16783	-16723	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	56	59	3	-16825	-16762	"[-100,100]"	0.012	0.003	0.013	4	4.33333	1
64	63	64	1	-16869	-16803	"[-100,100]"	0.012	0.003	0.013	4	4.33333	1
64	27	42	15	-16915	-16846	"[-100,100]"	0.013	0.003	0.012	4.33333	4	1
64	24	45	21	-16963	-16891	"[-100,100]"	0.013	0.004	0.013	3.25	3.25	1
64	38	61	23	-17013	-16938	"[-100,100]"	0.013	0.004	0.013	3.25	3.25	1
64	15	29	14	-17065	-16987	"[-100,100]"	0.013	0.003	0.013	4.33333	4.33333	1
64	5	39	34	-17119	-17038	"[-100,100]"	0.013	0.004	0.013	3.25	3.25	1
64	41	45	4	-17175	-17091	"[-100,100]"	0.013	0.003	0.012	4.33333	4	1
64	19	56	37	-17233	-17146	"[-100,100]"	0.013	0.004	0.013	3.25	3.25	1
128	26	113	87	-17293	-17203	"[-100,100]"	0.156	0.032	0.159	4.875	4.96875	1
128	3	102	99	-17295	-17292	"[-100,100]"	0.153	0.034	0.156	4.5	4.58824	1
128	24	93	69	-17299	-17293	"[-100,100]"	0.153	0.028	0.158	5.46429	5.64286	1
128	2	8	6	-17305	-17296	"[-100,100]"	0.184	0.019	0.157	9.68421	8.26316	1
128	81	84	3	-17313	-17301	"[-100,100]"	0.155	0.018	0.157	8.61111	8.72222	1
128	94	113	19	-17323	-17308	"[-100,100]"	0.154	0.021	0.156	7.33333	7.42857	1
128	64	84	20	-17335	-17317	"[-100,100]"	0.153	0.021	0.156	7.28571	7.42857	1
128	73	108	35	-17349	-17328	"[-100,100]"	0.153	0.023	0.158	6.65217	6.86957	1
128	27	41	14	-17365	-17341	"[-100,100]"	0.156	0.02	0.158	7.8	7.9	1
128	18	25	7	-17383	-17356	"[-100,100]"	0.155	0.019	0.156	8.15789	8.21053	1
128	73	77	4	-17403	-17373	"[-100,100]"	0.155	0.019	0.157	8.15789	8.26316	1
128	45	53	8	-17425	-17392	"[-100,100]"	0.155	0.019	0.158	8.15789	8.31579	1
128	9	55	46	-17449	-17413	"[-100,100]"	0.155	0.026	0.155	5.96154	5.96154	1
128	57	113	56	-17475	-17436	"[-100,100]"	0.155	0.025	0.157	6.2	6.28	1
128	37	82	45	-17503	-17461	"[-100,100]"	0.207	0.025	0.158	8.28	6.32	1
128	95	103	8	-17533	-17488	"[-100,100]"	0.153	0.019	0.156	8.05263	8.21053	1
128	17	40	23	-17565	-17517	"[-100,100]"	0.155	0.022	0.155	7.04545	7.04545	1
128	19	45	26	-17599	-17548	"[-100,100]"	0.155	0.023	0.159	6.73913	6.91304	1
128	21	118	97	-17635	-17581	"[-100,100]"	0.232	0.045	0.213	5.15556	4.73333	1
128	107	123	16	-17673	-17616	"[-100,100]"	0.23	0.027	0.216	8.51852	8	1
128	104	128	24	-17713	-17653	"[-100,100]"	0.205	0.022	0.157	9.31818	7.13636	1
128	103	124	21	-17755	-17692	"[-100,100]"	0.152	0.021	0.156	7.2381	7.42857	1
128	113	120	7	-17799	-17733	"[-100,100]"	0.155	0.019	0.156	8.15789	8.21053	1
128	52	108	56	-17845	-17776	"[-100,100]"	0.155	0.026	0.157	5.96154	6.03846	1
128	83	114	31	-17893	-17821	"[-100,100]"	0.153	0.022	0.158	6.95455	7.18182	1
128	19	32	13	-17943	-17868	"[-100,100]"	0.155	0.02	0.155	7.75	7.75	1
128	40	113	73	-17995	-17917	"[-100,100]"	0.155	0.028	0.158	5.53571	5.64286	1
128	12	19	7	-18049	-17968	"[-100,100]"	0.153	0.019	0.157	8.05263	8.26316	1
128	82	87	5	-18105	-18021	"[-100,100]"	0.153	0.018	0.156	8.5	8.66667	1
128	72	101	29	-18163	-18076	"[-100,100]"	0.154	0.022	0.157	7	7.13636	1
256	35	101	66	-18223	-18133	"[-100,100]"	2.468	0.193	2.474	12.7876	12.8187	1
256	144	194	50	-18225	-18222	"[-100,100]"	2.445	0.179	2.484	13.6592	13.8771	1
256	114	121	7	-18229	-18223	"[-100,100]"	2.437	0.153	2.461	15.9281	16.085	1
256	153	221	68	-18235	-18226	"[-100,100]"	2.445	0.189	2.479	12.9365	13.1164	1
256	225	234	9	-18243	-18231	"[-100,100]"	2.449	0.154	2.47	15.9026	16.039	1
256	233	244	11	-18253	-18238	"[-100,100]"	2.428	0.155	2.499	15.6645	16.1226	1
256	161	172	11	-18265	-18247	"[-100,100]"	2.44	0.155	2.473	15.7419	15.9548	1
256	115	221	106	-18279	-18258	"[-100,100]"	2.443	0.213	2.494	11.4695	11.7089	1
256	161	202	41	-18295	-18271	"[-100,100]"	2.454	0.174	2.484	14.1034	14.2759	1
256	36	186	150	-18313	-18286	"[-100,100]"	2.455	0.247	2.509	9.93927	10.1579	1
256	71	236	165	-18333	-18303	"[-100,100]"	2.45	0.25	2.492	9.8	9.968	1
256	140	211	71	-18355	-18322	"[-100,100]"	2.474	0.192	2.499	12.8854	13.0156	1
256	39	139	100	-18379	-18343	"[-100,100]"	2.455	0.211	2.488	11.6351	11.7915	1
256	94	137	43	-18405	-18366	"[-100,100]"	2.448	0.174	2.706	14.069	15.5517	1
256	61	239	178	-18433	-18391	"[-100,100]"	2.624	0.26	2.495	10.0923	9.59615	1
256	6	96	90	-18463	-18418	"[-100,100]"	2.456	0.215	2.507	11.4233	11.6605	1
256	210	224	14	-18495	-18447	"[-100,100]"	2.45	0.159	2.485	15.4088	15.6289	1
256	216	219	3	-18529	-18478	"[-100,100]"	2.45	0.152	2.451	16.1184	16.125	1
256	174	255	81	-18565	-18511	"[-100,100]"	2.438	0.2	2.491	12.19	12.455	1
256	228	256	28	-18603	-18546	"[-100,100]"	2.441	0.167	2.476	14.6168	14.8263	1
256	229	229	0	-18643	-18583	"[-100,100]"	2.444	0.15	2.469	16.2933	16.46	1
256	220	244	24	-18685	-18622	"[-100,100]"	2.452	0.165	2.478	14.8606	15.0182	1
256	82	106	24	-18729	-18663	"[-100,100]"	2.426	0.164	2.465	14.7927	15.0305	1
256	233	235	2	-18775	-18706	"[-100,100]"	2.456	0.152	2.475	16.1579	16.2829	1
256	159	238	79	-18823	-18751	"[-100,100]"	2.457	0.199	2.485	12.3467	12.4874	1
256	244	252	8	-18873	-18798	"[-100,100]"	2.466	0.156	2.511	15.8077	16.0962	1
256	121	166	45	-18925	-18847	"[-100,100]"	2.46	0.177	2.495	13.8983	14.096	1
256	229	239	10	-18979	-18898	"[-100,100]"	2.423	0.156	2.491	15.5321	15.9679	1
256	178	243	65	-19035	-18951	"[-100,100]"	2.493	0.196	2.509	12.7194	12.801	1
256	181	209	28	-19093	-19006	"[-100,100]"	2.454	0.167	2.474	14.6946	14.8144	1
512	415	483	68	-19153	-19063	"[-100,100]"	55.434	1.766	55.392	31.3896	31.3658	1
512	340	367	27	-19155	-19152	"[-100,100]"	55.449	1.616	55.932	34.3125	34.6114	1
512	488	495	7	-19159	-19153	"[-100,100]"	55.127	1.553	55.714	35.4971	35.8751	1
512	357	365	8	-19165	-19156	"[-100,100]"	54.835	1.543	55.621	35.5379	36.0473	1
512	309	490	181	-19173	-19161	"[-100,100]"	55.061	2.139	55.436	25.7415	25.9168	1
512	217	497	280	-19183	-19168	"[-100,100]"	54.548	2.414	55.743	22.5965	23.0915	1
512	328	335	7	-19195	-19177	"[-100,100]"	55.005	1.538	55.766	35.764	36.2588	1
512	388	487	99	-19209	-19188	"[-100,100]"	54.792	1.854	55.586	29.5534	29.9817	1
512	498	509	11	-19225	-19201	"[-100,100]"	55.568	1.565	55.69	35.5067	35.5847	1
512	249	464	215	-19243	-19216	"[-100,100]"	55.185	2.214	55.605	24.9255	25.1152	1
512	178	374	196	-19263	-19233	"[-100,100]"	54.702	2.102	55.826	26.0238	26.5585	1
512	173	504	331	-19285	-19252	"[-100,100]"	55.079	2.568	55.546	21.4482	21.6301	1
512	15	173	158	-19309	-19273	"[-100,100]"	55.021	1.976	55.582	27.8446	28.1285	1
512	342	384	42	-19335	-19296	"[-100,100]"	54.734	1.652	55.444	33.132	33.5617	1
512	217	376	159	-19363	-19321	"[-100,100]"	55.643	2.01	55.803	27.6831	27.7627	1
512	132	445	313	-19393	-19348	"[-100,100]"	55.093	2.468	55.743	22.3229	22.5863	1
512	199	501	302	-19425	-19377	"[-100,100]"	55.136	2.49	55.915	22.143	22.4558	1
512	442	467	25	-19459	-19408	"[-100,100]"	55.392	1.611	55.303	34.3836	34.3284	1
512	506	511	5	-19495	-19441	"[-100,100]"	55.065	1.543	55.575	35.687	36.0175	1
512	94	274	180	-19533	-19476	"[-100,100]"	54.701	2.014	55.424	27.1604	27.5194	1
512	85	267	182	-19573	-19513	"[-100,100]"	55.708	2.031	55.356	27.4289	27.2555	1
512	358	414	56	-19615	-19552	"[-100,100]"	54.937	1.704	55.572	32.24	32.6127	1
512	30	261	231	-19659	-19593	"[-100,100]"	55.27	2.174	55.681	25.4232	25.6122	1
512	318	324	6	-19705	-19636	"[-100,100]"	54.957	1.538	55.65	35.7328	36.1834	1
512	332	482	150	-19753	-19681	"[-100,100]"	55.095	2.028	55.562	27.1672	27.3974	1
512	295	445	150	-19803	-19728	"[-100,100]"	55.019	2.017	55.554	27.2776	27.5429	1
512	90	123	33	-19855	-19777	"[-100,100]"	55.564	1.614	54.929	34.4263	34.0328	1
512	14	84	70	-19909	-19828	"[-100,100]"	55.094	1.736	55.886	31.7362	32.1924	1
512	444	509	65	-19965	-19881	"[-100,100]"	55.341	1.756	55.405	31.5154	31.5518	1
512	496	506	10	-20023	-19936	"[-100,100]"	54.843	1.555	55.108	35.2688	35.4392	1
1024	837	998	161	-20083	-19993	"[-100,100]"	1334.34	21.391	1345.67	62.3784	62.9084	1
1024	75	559	484	-20085	-20082	"[-100,100]"	1359.2	24.272	1345.12	55.9986	55.4188	1
1024	47	441	394	-20089	-20083	"[-100,100]"	1337.61	22.78	1350.81	58.7187	59.2981	1
1024	676	980	304	-20095	-20086	"[-100,100]"	1338.26	24.25	1345.45	55.1861	55.4826	1
1024	591	618	27	-20103	-20091	"[-100,100]"	1336.15	18.323	1351.4	72.9218	73.7541	1
1024	454	722	268	-20113	-20098	"[-100,100]"	1341.35	22.496	1346.77	59.626	59.867	1
1024	307	700	393	-20125	-20107	"[-100,100]"	1336.15	23.95	1350.42	55.7891	56.3851	1
1024	13	283	270	-20139	-20118	"[-100,100]"	1338.88	21.054	1355.32	63.5927	64.3734	1
1024	526	576	50	-20155	-20131	"[-100,100]"	1342.63	18.726	1352.36	71.6988	72.2183	1
1024	251	679	428	-20173	-20146	"[-100,100]"	1341.68	24.23	1350.76	55.3726	55.7475	1
1024	314	343	29	-20193	-20163	"[-100,100]"	1360.19	18.135	1352.09	75.0035	74.5568	1
1024	456	715	259	-20215	-20182	"[-100,100]"	1356.57	22.151	1366.99	61.2419	61.7123	1
1024	785	802	17	-20239	-20203	"[-100,100]"	1361.95	18.561	1367.96	73.3772	73.7009	1
1024	438	566	128	-20265	-20226	"[-100,100]"	1350.17	20.07	1372.15	67.273	68.3682	1
1024	223	481	258	-20293	-20251	"[-100,100]"	1339.19	21.344	1364.57	62.743	63.9323	1
1024	218	1021	803	-20323	-20278	"[-100,100]"	1354.51	31.958	1351.98	42.3842	42.3051	1
1024	25	582	557	-20355	-20307	"[-100,100]"	1348.56	25.321	1361.56	53.2585	53.7718	1
1024	431	466	35	-20389	-20338	"[-100,100]"	1454.73	20.562	1387.31	70.7487	67.4697	1
1024	1008	1015	7	-20425	-20371	"[-100,100]"	1340.38	17.854	1366.46	75.0746	76.5354	1
1024	915	980	65	-20463	-20406	"[-100,100]"	1339.61	19.236	1351.22	69.6408	70.2444	1
1024	613	1014	401	-20503	-20443	"[-100,100]"	1340.38	26.119	1344.85	51.3181	51.4893	1
1024	882	917	35	-20545	-20482	"[-100,100]"	1342.12	18.481	1350.36	72.6215	73.0674	1
1024	261	466	205	-20589	-20523	"[-100,100]"	1339.07	20.556	1347.25	65.1424	65.5406	1
1024	788	883	95	-20635	-20566	"[-100,100]"	1338.62	19.787	1349.05	67.6516	68.1788	1
1024	349	1006	657	-20683	-20611	"[-100,100]"	1348.03	30.337	1350.71	44.4352	44.5234	1
1024	93	738	645	-20733	-20658	"[-100,100]"	1344.75	27.389	1350.85	49.0982	49.321	1
1024	459	967	508	-20785	-20707	"[-100,100]"	1338.84	27.565	1346.54	48.5704	48.8497	1
1024	482	963	481	-20839	-20758	"[-100,100]"	1355.85	27.164	1348.84	49.9135	49.6554	1
1024	521	862	341	-20895	-20811	"[-100,100]"	1338.2	24.252	1350.12	55.1792	55.6705	1
1024	775	906	131	-20953	-20866	"[-100,100]"	1338.6	20.552	1347.37	65.1325	65.5588	1
